AADT_mean_x,AADT_Single_Unit_mean_x,AADT_Combination_mean_x,Future_AADT_mean_x,IRI_mean_x,Thickness_Rigid_mean_x,Thickness_Flexible_mean_x,Base_Thickness_mean_x,F_System_mode,Urban_Type,Surface_Type_mode,Base_Type_mode_x,Rutting_mean_x,Cracking_Percent_mean_x,Faulting_mean_x,Last_Overlay_Thickness_mean_x,IRI_mean_y,RHU_AV_x,FRZ_IDX_x,TEMP_AVG_x,PRECIPITATION_x,Age_x
49200,1860,831,53800,49,7,5,4,3,urban,7,2,0.2,0,0,2,56,80.8,20.2,10.5,1335.9,81
16100,1887,488,19100,115,0,8,8,4,small urban,6,2,0.3,14,0,4,133,83.5,7.3,10.8,1007.2,83
20700,2426,627,26700,106.7,0,5,8,3,small urban,6,2,0.2,2,0,3,116.7,83.5,7.3,10.8,1007.2,70
46500,1435,4517,67624,50.7,0,14,11,1,rural,6,3,0,0,0,3,53.3,76.7,0,21.9,1094.6,9
91400,1950,7200,149200,66,4,4,4,1,urban,7,3,0.1,15,0,4,77,74,199.5,13,1240.3,54
68700,2450,7400,68900,61,4,4,4,1,urban,7,3,0.1,0,0,4,63,74,199.5,13,1240.3,54
58460,1762,6626,61300,51.2,4.5,4.5,4,1,urban,7,3,0.1,26.8,0,4,64.1,74,199.5,13,1240.3,16
16031,717,917,21700,105,5.5,5.5,4,3,urban,7,3,0.2,0,0,2,118,74,199.5,13,1240.3,80
15887,325,150,18500,93,8,8,4,4,urban,7,3,0.1,0,0,2,190,74,199.5,13,1240.3,41
3300,197,33,3800,136,0,4,11,5,urban,2,2,0.2,12,0,2,160,77.6,254.6,10.4,1398.8,19
1600,29,22,2600,233,0,5,5,4,urban,6,2,0.1,11.3,0,1,235,77.6,254.6,10.4,1398.8,46
16923,640,2801,23692,57,0,11.2,5.7,1,urban,6,2,0.3,2,0,1.8,61,79.3,351.1,5.4,1016.7,47
21870,827,3619,30618,48.1,0,11.8,3,1,rural,6,2,0.3,1.5,0,1.8,50.8,79.3,351.1,5.4,1016.7,47
24469,925,4050,34257,62.3,0,12.6,5.4,1,rural,6,2,0.3,2.3,0,1.8,63.2,79.3,351.1,5.4,1016.7,50
24761,924,2788,34665,43.2,0,9.7,6.5,1,urban,6,2,0.1,20.3,0,1.8,43.3,59.1,62.4,12.3,438,34
1135,45,451,1163,76.1,0,5,13,3,rural,2,2,0.1,0.5,0,4.5,78.1,66,789.9,7.7,612.4,5
2298,64,313,3830,60.4,0,8,14.9,2,rural,2,2,0.1,2.7,0,1.4,66.1,64,505.7,9.6,701,56
1028,34,234,1054,57.7,0,7,17,3,rural,2,2,0.1,0,0,2,62,66,789.9,7.7,612.4,55
3100,157,29,3300,183,0,4,11,4,urban,6,2,0.1,0,0,2,192,77.8,330.7,9.9,1303.1,58
1700,89,16,2200,204.7,0,4,11,4,urban,6,2,0.1,5,0,2,213.7,77.8,330.7,9.9,1303.1,61
700,40,6,1000,367,0,4,11,5,urban,6,2,0.3,7,0,2,368,77.8,330.7,9.9,1303.1,43
2800,146,27,3800,189,0,4,11,4,urban,6,2,0.1,7,0,2,254,77.8,330.7,9.9,1303.1,56
16675,655,259,19100,93,9,9,4,3,urban,7,3,0.1,4,0,2,94,74.2,334.3,11.5,1069.6,96
4800,425,175,6400,59,5.5,5.5,4,4,urban,7,3,0.1,0,0,2,76,74.2,334.3,11.5,1069.6,55
10600,1000,525,13900,113,4,4,4,4,urban,7,3,0.1,20,0,2,129,74.2,334.3,11.5,1069.6,76
15863,1017,471,19900,84.3,5.5,5.5,4,3,urban,7,3,0.1,4.3,0,3,89,74.2,334.3,11.5,1069.6,34
12808,640,490,16500,90.5,4,4,4,3,urban,7,3,0.1,10,0,3,115.5,74.2,334.3,11.5,1069.6,91
7383,279,160,7500,139.1,5,5,4,4,rural,7,3,0.2,54.7,0,2,146.1,74.2,334.3,11.5,1069.6,35
8800,225,40,10700,79,3,3,4,3,urban,7,3,0.2,37,0,2,86.5,74.2,334.3,11.5,1069.6,70
16900,475,180,18100,59,9,9,4,3,urban,7,3,0.1,1,0,2,78,74.2,334.3,11.5,1069.6,29
22667,1604,262,30200,113,4.5,4.5,4,3,urban,7,3,0.1,0,0,2,119,74.2,334.3,11.5,1069.6,94
26704,1653,309,35000,135,4.5,4.5,4,3,urban,7,3,0.1,4.5,0,2,143,74.2,334.3,11.5,1069.6,94
19598,1177,293,19800,203.7,4.5,4.5,4,3,urban,7,3,0.2,27.3,0,2,217.7,74.2,334.3,11.5,1069.6,37
28500,425,130,32200,149,5,5,4,3,urban,7,3,0.2,75,0,2,151,74.2,334.3,11.5,1069.6,65
26800,300,80,43500,121,5.5,5.5,4,3,urban,7,3,0.1,57,0,2,125,74.2,334.3,11.5,1069.6,76
10008,456,110,14600,228.5,5.5,5.5,4,3,urban,7,3,0.2,47,0,2,246,74.2,334.3,11.5,1069.6,83
10150,575,180,14400,138,5.5,5.5,4,3,urban,7,3,0.3,50,0,2,155,74.2,334.3,11.5,1069.6,83
10062,483,136,13600,224,5.5,5.5,4,3,urban,7,3,0.3,53,0,2,263,74.2,334.3,11.5,1069.6,83
16910,506,204,19900,77.5,5.5,5.5,4,3,urban,7,3,0.1,8.5,0,2,83.5,74.2,334.3,11.5,1069.6,80
4250,395,170,6000,87,3,3,4,3,urban,7,3,0.1,3,0,2,116,74.2,334.3,11.5,1069.6,73
4250,395,170,6000,77,3,3,4,3,urban,7,3,0.1,4,0,2,88,74.2,334.3,11.5,1069.6,73
12700,450,100,13400,235,5.5,5.5,4,3,urban,7,3,0.2,56,0,2,282,74.2,334.3,11.5,1069.6,78
1450,71,32,1800,135.5,4.5,4.5,4,5,rural,7,3,0.1,8.7,0,2,137.8,74.2,334.3,11.5,1069.6,33
2100,125,21,2200,202,0,5,6,5,urban,2,2,0.1,2,0,2,237,78.2,130.1,11.5,1379,6
4200,251,42,5200,166,0,4,5,5,urban,2,2,0.1,0,0,2,181,78.2,130.1,11.5,1379,6
1100,62,10,1400,137,0,5,5,5,urban,2,2,0.1,0.5,0,2,150.5,78.2,130.1,11.5,1379,5
1100,62,10,1400,165,0,5,6,5,urban,2,2,0.1,0.3,0,2,180.7,78.2,130.1,11.5,1379,5
491,17,33,664,87.8,0,8.2,7.4,3,rural,2,2,0.1,1.6,0,2,99.9,59.5,468.3,8.1,636.3,64
2788,33,142,3772,95,0,5,13,3,rural,2,2,0.3,2.7,0,1.3,100.3,59.5,468.3,8.1,636.3,78
5104,184,664,6906,186.5,0,6,12,3,rural,2,2,0.2,3,0,6,198,59.5,468.3,8.1,636.3,1
12282,344,1093,13830,101.7,0,6,13,3,small urban,2,2,0.3,3.3,0,1.8,102.7,60.1,448.5,8.8,616.6,54
1702,116,248,1916,104,0,4,10,3,rural,2,2,0.2,1.8,0,4,117,60.1,448.5,8.8,616.6,14
1262,40,367,1421,93.1,0,6,13,3,rural,2,2,0.1,0.8,0,6,102.1,59.2,530.3,8.3,535.8,21
1458,47,367,1732,53.8,0,5,11,3,rural,2,2,0.2,0,0,2.5,61.4,59.2,530.3,8.3,535.8,53
1537,74,350,1826,121.7,0,6,11,3,rural,2,2,0.1,2,0,2,137.4,59.2,530.3,8.3,535.8,56
1286,44,358,1528,120.8,0,11,7,3,rural,2,2,0.2,2.8,0,2,136.5,59.2,530.3,8.3,535.8,42
2609,114,205,2800,110.3,5.5,5.5,4,3,rural,7,3,0.1,51.8,0,2,119.5,72.9,331.1,11.7,1035.8,53
508,13,40,600,103.5,5,5,4,4,rural,7,3,0.1,27.5,0,2,109.5,72.9,331.1,11.7,1035.8,87
1851,205,275,2000,117.9,5,5,4,4,rural,7,3,0.1,11.5,0,2,136.1,72.8,290.5,12.1,1090.5,86
1500,120,80,1600,65,5,5,4,4,rural,7,3,0.1,5.5,0,2,69,72.8,290.5,12.1,1090.5,83
9722,1056,467,11300,75,4,4,4,3,rural,7,3,0.2,45,0,2,84,74.7,293.9,11.8,1194.4,116
4800,104,12,6400,174.5,0,5,7,5,urban,6,2,0.3,4.5,0,2,192.5,77.6,254.6,10.4,1398.8,17
5000,73,95,6600,174,0,4,6,4,urban,6,2,0.1,0,0,2,194,77.6,254.6,10.4,1398.8,87
3500,73,95,6400,215,0,4,5,5,urban,6,2,0.1,8,0,2,228,77.6,254.6,10.4,1398.8,87
1900,73,95,2500,342,0,5,5,5,urban,6,2,0.1,5,0,2,353,77.6,254.6,10.4,1398.8,87
8100,358,112,10800,177,0,4,7,4,urban,6,2,0.1,1,0,2,196,77.6,254.6,10.4,1398.8,87
2400,143,24,2900,109,0,4,5,5,urban,6,2,0.1,6,0,2,116,77.6,254.6,10.4,1398.8,87
5100,275,425,5300,108.8,4,4,4,3,rural,7,3,0.1,49.8,0,2,119.8,76,658.4,8.6,1061.6,27
5150,275,250,6000,185.5,4.5,4.5,4,3,rural,7,3,0.1,17.2,0,2,201.6,76,658.4,8.6,1061.6,94
1350,30,3,1600,145,5.5,5.5,4,5,small urban,7,3,0.1,3,0,2,174,76,658.4,8.6,1061.6,117
2550,200,120,2800,81.5,5.5,5.5,4,4,small urban,7,3,0.1,2,0,2,88.5,76,658.4,8.6,1061.6,87
1300,48,11,1400,277,0,4,9,4,urban,2,2,0.1,0,0,2,281,78.2,130.1,11.5,1379,13
750,43,7,900,194.3,0,4,9,5,urban,6,2,0.1,0.1,0,2,200,78.2,130.1,11.5,1379,29
26900,950,4350,29900,58,5.5,5.5,4,1,urban,7,3,0.1,3.5,0,4,73,74.5,388.4,10.9,1050.2,56
14212,825,1763,15400,37,5.5,5.5,4,1,rural,7,3,0.1,0.2,0,4,47.5,74.5,388.4,10.9,1050.2,25
21921,714,301,28300,158,5.5,5.5,4,3,urban,7,3,0.2,15,0,3,200,74.5,388.4,10.9,1050.2,39
4150,120,80,4900,80,5,5,4,4,urban,7,3,0.1,0,0,2,98,74.5,388.4,10.9,1050.2,93
8080,145,1681,11190,58.5,0,9,14,1,rural,2,2,0.2,0.3,0,1.8,76.9,61.7,584.8,6.5,683.8,53
7916,142,1647,10964,46.3,0,9,14,1,rural,2,2,0.2,0,0,1.3,55.5,61.7,584.8,6.5,683.8,53
7862,142,1635,10888,44.8,0,13.6,12.1,1,rural,2,2,0.2,0,0,1.6,54.8,61.7,584.8,6.5,683.8,48
7774,179,1563,10766,63.5,0,14,12,1,rural,2,2,0.1,1.2,0,7.3,73,61.7,584.8,6.5,683.8,48
7348,176,1506,10176,57,0,14,12,1,rural,2,2,0.2,0,0,1.3,71,61.7,584.8,6.5,683.8,48
6950,778,1397,8138,59.5,0,8,15,1,rural,2,2,0.2,1.3,0,2.8,68.5,62.2,457.4,9.8,660.3,21
7074,814,1486,8284,57.9,0,8,15,1,rural,2,2,0.2,1.7,0,2.8,66.6,62.2,457.4,9.8,660.3,21
7050,811,1481,8256,55.2,0,8,15,1,rural,2,2,0.2,4,0,2.8,61,62.2,457.4,9.8,660.3,21
5500,317,99,6700,119,0,4,18,5,urban,2,2,0.1,1,0,2,131,78.2,130.1,11.5,1379,15
6141,463,189,6157,58,0,7.5,7,4,rural,6,2,0.1,0,0,2,59,76,76.6,13.8,1287.2,60
37400,1878,1261,44506,72,0,15,5,3,small urban,6,3,0.2,1,0,1.5,83.5,76,76.6,13.8,1287.2,16
31790,1806,1253,37830,55,0,12,7,3,small urban,6,2,0.1,0.7,0,2,56.4,76,76.6,13.8,1287.2,66
20215,1314,1068,24056,56.2,0,8,3,3,rural,6,3,0.1,0.4,0,1.5,56.9,76,76.6,13.8,1287.2,51
58529,1827,7372,93646,65.1,0,8,16,1,rural,2,2,0.1,0,0,4,68.7,75.6,7.4,17.8,1255.4,27
3100,171,627,5394,78.7,0,6,8,3,rural,2,2,0.5,2,0,2,86,75.6,7.4,17.8,1255.4,30
32500,2445,1422,42413,48.3,0,2,8,3,urban,6,2,0.2,1,0,1.5,50.6,76.7,0,22.6,1227.7,2
41000,2074,1206,53506,49,0,2,8,3,urban,6,2,0.3,1,0,1.5,52.5,76.7,0,22.6,1227.7,13
24500,2324,1351,31973,56.8,0,2,8,3,urban,6,2,0,0,0,1.5,57.5,76.7,0,22.6,1227.7,2
1250,56,50,1825,68,0,4,8,5,rural,2,2,0.3,0,0,2,77.6,75.6,7.4,17.8,1255.4,70
8800,573,333,11484,76,0,2,8,3,urban,6,2,0.2,8,0,1.5,78,76.7,0,22.6,1227.7,0
140167,2761,2046,196234,79.3,0,12,5,1,urban,6,3,0.3,3.7,0,1.8,90.7,83.1,56.9,8.5,2080.8,42
68706,1841,3435,96188,49,0,11.4,7.2,1,urban,6,3,0.3,0,0,1.8,50,83.1,56.9,8.5,2080.8,44
44066,1362,6244,61692,42.1,9,4.2,4.8,1,small urban,7,3,0.1,0,0,1.8,46,83.1,56.9,8.5,2080.8,38
16649,523,2735,23309,37,0,11.4,5,1,rural,6,2,0.1,0,0,1.8,37.5,86.6,505.9,3.8,2643,48
13616,531,2636,19062,64.8,0,9.1,5.9,1,rural,6,3,0.3,19,0,1.8,68,64.8,185.7,9.3,496.9,45
15246,595,2952,21344,59.5,0,9.7,9,1,rural,6,3,0.3,4.3,0,1.8,62.8,64.8,185.7,9.3,496.9,59
16221,649,2754,22709,44.5,0,9,14.7,1,small urban,6,3,0.3,0.8,0,1.8,45,64.8,185.7,9.3,496.9,59
11332,453,1924,15865,45.8,0,12.4,7.8,1,rural,6,2,0.1,0,0,1.8,47.7,61.8,112.6,10.8,521.2,44
11053,426,1974,15474,80.2,0,12.2,7.8,1,rural,6,2,0.3,4.2,0,2.7,81.8,61.8,112.6,10.8,521.2,44
18803,797,3518,26324,52.2,0,5.4,6,1,rural,6,3,0.2,0,0,1.8,58,61.8,112.6,10.8,521.2,57
20822,883,3896,29151,60.8,0,12.9,9.6,1,rural,6,2,0.4,12.8,0,2.2,63.3,69.7,269.2,8.3,666.7,50
30326,1286,5674,42456,51.3,0,6.1,19.4,1,rural,6,3,0.3,0.3,0,1.8,52,69.7,269.2,8.3,666.7,39
111013,3464,3675,151332,66.2,10.4,2.8,2,1,urban,7,2,0.6,0,0,2.8,73.5,69.7,269.2,8.3,666.7,59
1250,90,130,1600,99,4,4,4,3,rural,7,3,0.2,5,0,3,124,75,146.6,13.7,1254.8,85
10400,272,123,11600,101,0,5.5,16,3,urban,6,2,0.2,7,0,2,104,84.3,5.4,10.7,1294,63
38600,1316,432,47800,43.5,0,10.5,19,3,urban,6,2,0.2,0,0,2,49,84.5,13.2,10.1,1428.7,60
37900,1292,424,39100,63.5,7,8.9,15.8,3,urban,6,2,0.2,0.2,0,3.2,67.5,84.5,13.2,10.1,1428.7,58
37200,1324,699,54500,94,7,7,3,3,small urban,7,2,0.2,0,0,4,101,87.5,4.7,9.9,1941,54
12500,1203,624,12800,64,0,9,16,4,rural,6,2,0.1,0,0,4,67,83.5,7.3,10.8,1007.2,62
8200,362,378,8210,83,0,9,16.2,4,rural,6,2,0.2,20,0,4,86,84.3,5.4,10.7,1294,73
27600,1000,6800,27800,74,4,4,4,1,urban,7,3,0.1,3,0,4,81,75.3,321.4,11.2,1195.7,53
27600,1000,6800,27800,99.8,4,4,4,1,urban,7,3,0.1,12,0,4,101.8,75.3,321.4,11.2,1195.7,53
18900,900,6800,19000,62.8,4,4,4,1,urban,7,3,0.2,1.6,0,4,69.2,75.3,321.4,11.2,1195.7,53
5237,431,214,5300,147,5.5,5.5,4,3,small urban,7,3,0.2,0,0,2,152,75.3,321.4,11.2,1195.7,77
4868,244,445,5500,221,4,4,4,3,urban,7,3,0.3,5,0,2,239,75.3,321.4,11.2,1195.7,21
1900,110,70,2000,111,4.5,4.5,4,5,rural,7,3,0.2,10,0,2,112,75.3,321.4,11.2,1195.7,96
24900,854,929,31200,73.3,0,7.5,16,3,small urban,6,3,0.2,23.7,0,2,78.3,86.1,15.6,9.6,1542.4,37
24700,911,1433,32800,69,9,0,8,3,small urban,3,5,0,0,0,0,70,86.1,15.6,9.6,1542.4,20
7900,399,732,8000,108.8,7,6.5,9,3,urban,6,2,0.3,10.8,0,3.5,111.7,86.1,15.6,9.6,1542.4,58
9100,460,843,9200,186,0,4.5,12,3,urban,6,2,0.4,37,0,2.5,264,86.1,15.6,9.6,1542.4,77
12400,626,1148,12500,95.8,0,6,17,3,urban,6,3,0.4,2.8,0,4,112.2,86.1,15.6,9.6,1542.4,48
13000,657,1204,13500,124.2,0,6,17,3,urban,6,3,0.2,3.6,0,4,139.5,86.1,15.6,9.6,1542.4,48
6600,1779,386,6700,54,0,8.5,28,3,rural,6,2,0.2,0.1,0,3,55.2,86.1,15.6,9.6,1542.4,55
10100,587,192,13900,160,0,9,7,3,urban,2,2,0.1,2,0,2,188,77.8,330.7,9.9,1303.1,31
17973,1272,466,25162,92.6,0,7.6,11.4,4,urban,6,2,0.3,0,0,5.4,93.8,84.6,61.5,8.3,2488,11
3785,159,300,4300,86.3,5.5,5.5,4,3,small urban,7,3,0.1,4.7,0,2,110.7,,,,,59
14100,498,214,17100,118.3,0,4,10,5,urban,2,2,0.1,0,0,2,122.7,77.6,254.6,10.4,1398.8,27
3600,191,32,3900,218,0,3.5,7,5,urban,2,2,0.2,4,0,1.5,233,78.2,216,10.4,1435.3,16
1700,89,16,2100,264.1,0,4,11,4,urban,6,2,0.3,6.3,0,1.5,265.1,78.9,489.4,8.6,1569.7,23
1900,110,19,3200,170,0,3,9,6,urban,6,2,0.1,1,0,1.5,179,78.9,489.4,8.6,1569.7,24
3400,61,14,4300,142,0,6,8,4,urban,2,2,0.1,0,0,2,148,78.9,489.4,8.6,1569.7,4
550,72,1,1100,260,0,4,11,6,urban,6,2,0.4,1,0,1.5,270,78.9,489.4,8.6,1569.7,19
2700,140,225,3000,75.5,4,4,4,4,rural,7,3,0.1,0,0,2,82.5,75,204.6,12.9,1282.2,91
4880,351,313,5600,60,5.5,5.5,4,3,small urban,7,3,0.2,0.5,0,2,71.5,75,204.6,12.9,1282.2,87
3200,300,325,3300,119,8,8,4,3,rural,7,3,0.1,0,0,2,139,75,204.6,12.9,1282.2,43
2800,67,19,3400,275.5,0,3.5,11,6,urban,6,2,0.2,19,0,1.5,276.8,78.2,130.1,11.5,1379,67
3900,233,39,4700,191,0,3.5,11,5,urban,6,2,0.1,11,0,3.5,225,78.2,130.1,11.5,1379,67
950,54,9,1000,204.2,0,3.5,11,5,urban,6,2,0.3,6.2,0,1.5,230.5,78.2,130.1,11.5,1379,67
750,43,7,900,260,0,3.5,11,5,urban,6,2,0.3,14,0,2,314,78.2,130.1,11.5,1379,67
5451,328,1084,7631,76.5,0,9.4,14.6,3,rural,6,2,0.3,2,0,1.8,102,78,185.2,7.1,860.7,60
3831,165,1182,5363,72,0,8.1,9.5,3,rural,6,2,0.1,5.7,0,3.5,94.1,78,185.2,7.1,860.7,82
13417,378,1385,18784,54,0,7,10,4,small urban,6,2,0.1,17,0,1.8,67.2,79.3,351.1,5.4,1016.7,69
15557,364,761,21780,72.4,0,7.8,10,4,rural,6,2,0.5,15.9,0,1.8,86,79.3,351.1,5.4,1016.7,69
16740,392,819,23436,71,0,7.4,10,2,urban,6,2,0.4,8.7,0,1.8,90.3,79.3,351.1,5.4,1016.7,69
25046,819,1413,35064,35,0,9.6,5.4,2,urban,6,2,0.1,5.3,0,1.8,45,79.3,351.1,5.4,1016.7,36
21078,687,1292,29509,30,0,9.6,5.4,2,urban,6,2,0.1,10,0,1.8,41,79.3,351.1,5.4,1016.7,36
9612,298,538,13419,97,0,11.4,5.4,2,urban,6,2,0.2,6,0,1.8,101,79.3,351.1,5.4,1016.7,36
5046,265,229,7064,85.2,0,8.9,7.9,3,rural,6,2,0.2,0.2,0,1.8,87.5,81.4,911.6,2.4,1039.2,63
8258,479,140,8300,139.5,10,10,4,3,small urban,7,3,0.1,21,0,2,143,74.4,504.2,10,1049.5,50
37826,700,4850,40600,69.3,5.5,5.5,4,1,small urban,7,3,0.1,0,0,4,80.2,75.6,458.4,10,1082.1,61
80531,2300,11500,106600,56.8,5.5,5.5,4,1,urban,7,3,0.1,0.4,0,4,58.6,75.6,458.4,10,1082.1,61
78200,2300,11500,106600,64,5.5,5.5,4,1,urban,7,3,0.1,0,0,4,71,75.6,458.4,10,1082.1,61
76050,1877,10733,91300,83.3,5.5,5.5,4,1,urban,7,3,0.2,0.9,0,4,94.9,75.6,458.4,10,1082.1,61
86600,2150,11000,106700,52,5,5,4,1,urban,7,3,0.1,0,0,4,52.5,75.6,458.4,10,1082.1,61
95600,1800,9400,124900,97.3,5,5,4,1,urban,7,3,0.2,23.3,0,4,120.7,75.6,458.4,10,1082.1,61
24286,1539,1651,35800,100.8,5.5,5.5,4,3,urban,7,3,0.1,10,0,2,108.4,75.6,458.4,10,1082.1,86
33000,925,1250,36200,188,5.5,5.5,4,3,urban,7,3,0,9,0,2,202,75.6,458.4,10,1082.1,86
12889,913,357,17800,116.2,5.5,5.5,4,3,urban,7,3,0.2,11.2,0,2,134.8,75.6,458.4,10,1082.1,94
2100,90,160,2200,151.3,5.2,5.2,4,4,rural,7,3,0.2,43,0,2,161.7,75.6,458.4,10,1082.1,88
3350,110,180,5800,151.2,5.2,5.2,4,4,rural,7,3,0.2,38.7,0,2,165.2,75.6,458.4,10,1082.1,88
3450,275,90,6900,91.8,5.5,5.5,4,5,urban,7,3,0.1,0.6,0,2,94,75.6,458.4,10,1082.1,93
3450,275,90,6900,92,5.5,5.5,4,5,urban,7,3,0.1,0,0,2,103.8,75.6,458.4,10,1082.1,93
10900,825,625,31600,81.5,5.5,5.5,4,4,urban,7,3,0.1,0.2,0,2,100.2,75.6,458.4,10,1082.1,93
14800,1375,1250,18900,83.7,5,5,4,4,urban,7,3,0.1,1,0,3,93,75.6,458.4,10,1082.1,84
5664,140,60,9300,129,5,5,4,5,urban,7,3,0.1,61.5,0,2,136,75.6,458.4,10,1082.1,87
8842,166,11,9705,84.5,10,6,10,4,urban,7,3,0.2,3.5,0,2,87,76.3,330.1,10.3,1280.2,87
51281,395,3194,56286,156,9,14.5,15,3,urban,7,3,0.2,0,0,1.5,162,76.3,330.1,10.3,1280.2,76
51281,395,3194,56286,67.5,9,8.5,15,3,urban,7,3,0.2,1,0,1.5,70.5,76.3,330.1,10.3,1280.2,76
51237,1739,485,56238,56,10,3.5,20,2,urban,7,5,0.2,0,0,3.5,81,76.3,330.1,10.3,1280.2,49
4815,65,225,5285,95,0,5.5,8,3,urban,2,5,0.2,15.5,0,2.5,96,76.3,330.1,10.3,1280.2,84
37918,1713,282,41619,76,13,5.5,13,3,urban,7,5,0.2,2.5,0,2,79.5,76.3,330.1,10.3,1280.2,85
11349,754,721,12457,107.2,9,7.5,9,3,urban,7,3,0.1,0,0,2,111,76.3,330.1,10.3,1280.2,90
20539,851,382,22544,69,9,4.5,9,3,urban,7,5,0,0,0,2.5,76,76.3,330.1,10.3,1280.2,74
68296,6405,6389,74962,59,12,0,12,1,urban,3,2,0,0,0,12,62.5,76.3,330.1,10.3,1280.2,19
67641,4793,3324,74243,37,0,4,25,1,urban,2,5,0.1,0,0,21,38,76.3,330.1,10.3,1280.2,12
67641,4793,3324,74243,40,0,4,43,1,urban,2,5,0.1,0,0,18,41,76.3,330.1,10.3,1280.2,12
64750,6891,6526,71070,90,12,0,9,1,urban,3,2,0,0,0,12,91,76.3,330.1,10.3,1280.2,20
51812,4831,4833,56869,56,10,3.5,19,1,urban,7,3,0.1,0,0,2,61,76.3,330.1,10.3,1280.2,46
51812,4831,4833,56869,50,10,3.5,19,1,urban,7,3,0.1,0,0,2,52,76.3,330.1,10.3,1280.2,46
58926,3703,3490,64677,41,10,3.5,19,1,urban,7,3,0.1,0,0,2,42,76.3,330.1,10.3,1280.2,42
45656,1887,2868,50112,33,0,4,28,1,urban,2,5,0.1,8,0,23.5,34,76.3,330.1,10.3,1280.2,10
55064,3263,3442,60438,30,0,4,51,1,urban,2,5,0.1,7.5,0,17.5,35,76.3,330.1,10.3,1280.2,10
48800,4240,4544,53563,31.7,0,3.5,45,1,urban,2,5,0.1,5.7,0,17,39,76.3,330.1,10.3,1280.2,10
48800,4240,4544,53563,32,0,3.5,45,1,urban,2,5,0.1,1.3,0,17,37.3,76.3,330.1,10.3,1280.2,10
98072,6632,4236,107644,61.7,9,4.5,22,1,urban,7,3,0.2,0,0,2,66.3,76.3,330.1,10.3,1280.2,44
98072,6632,4236,107644,56.5,9,4.5,22,1,urban,7,3,0.1,0.5,0,2,61,76.3,330.1,10.3,1280.2,44
74684,1298,5188,81973,53,10,5,18,1,urban,7,5,0.1,0,0,5,54,76.3,330.1,10.3,1280.2,59
96875,3546,2561,106330,41,10,5,18,1,urban,7,5,0.1,0,0,5,46,76.3,330.1,10.3,1280.2,59
87781,2865,1307,96348,52,10,5,18,1,urban,7,5,0.1,1,0,5,53,76.3,330.1,10.3,1280.2,59
42734,630,2967,46905,71.5,12,5,18,1,urban,7,5,0.1,0,0,5,73,76.3,330.1,10.3,1280.2,59
82845,3099,1593,90931,37.5,10,4.5,24,1,urban,7,5,0.1,0,0,4.5,56.5,76.3,330.1,10.3,1280.2,67
82208,1459,2069,90232,67,10,4.5,24,1,urban,7,5,0.1,0,0,4.5,114,76.3,330.1,10.3,1280.2,67
73074,1414,1801,80206,56,10,5,16,1,urban,7,5,0.1,0,0,5,57,76.3,330.1,10.3,1280.2,67
86262,1614,1836,94681,44,10,4.5,16,1,urban,7,3,0.1,3,0,5,64,76.3,330.1,10.3,1280.2,67
86262,1614,1836,94681,50.3,10,4,16,1,urban,7,5,0.2,1,0,4.5,61.7,76.3,330.1,10.3,1280.2,61
47262,792,2978,51875,55,10,4,16,1,urban,7,5,0.1,0,0,4,61,76.3,330.1,10.3,1280.2,55
82514,1389,5212,90567,60.5,10,4,16,1,urban,7,5,0.1,0,0,4,66.2,76.3,330.1,10.3,1280.2,55
82514,1389,5212,90567,51.3,10,4,16,1,urban,7,5,0.1,0,0,4,53.5,76.3,330.1,10.3,1280.2,55
82514,1389,5212,90567,59.2,10,4,16,1,urban,7,5,0.1,0,0,4,60.2,76.3,330.1,10.3,1280.2,55
82514,1389,5212,90567,63.3,10,4,16,1,urban,7,5,0.1,0,0,4,70.5,76.3,330.1,10.3,1280.2,55
82514,1389,5212,90567,118,10,4,16,1,urban,7,5,0.1,4,0,4,133,76.3,330.1,10.3,1280.2,55
15430,577,42,16936,71,10,3.5,21,4,urban,7,5,0.1,3.2,0,2,71.2,76.3,330.1,10.3,1280.2,48
9866,341,54,10829,80.3,0,2,6,4,urban,2,5,0.2,0.3,0,1.5,101.3,76.3,330.1,10.3,1280.2,42
2072,47,0,2274,138,0,3.5,8,5,urban,2,5,0,2,0,2,152.7,76.3,330.1,10.3,1280.2,102
718,18,1,788,244,0,7.5,8,5,urban,2,5,0,0,0,2,246,76.3,330.1,10.3,1280.2,57
1936,15,1,2125,203,0,9,8,5,urban,2,2,0.2,0,0,4,215,76.3,330.1,10.3,1280.2,51
692,31,4,760,185.5,0,7.5,8,5,urban,2,2,0.2,3,0,2,193,76.3,330.1,10.3,1280.2,57
8210,253,11,9011,94,0,9.5,8,5,urban,2,5,0,0,0,2,99,76.3,330.1,10.3,1280.2,64
16041,714,109,17607,127.3,9,4.5,15,3,urban,7,5,0.2,0.3,0,4.5,168,76.3,330.1,10.3,1280.2,52
5158,81,18,5661,130,0,10,8,5,urban,2,2,0.3,1,0,3.5,135,76.3,330.1,10.3,1280.2,64
5899,108,364,6475,130.5,0,10,8,5,urban,2,2,0.2,4,0,3.5,133.8,76.3,330.1,10.3,1280.2,64
40308,727,83,44242,112.3,10,3.5,10,3,urban,7,3,0.2,3,0,2,136,76.3,330.1,10.3,1280.2,45
13323,477,590,14057,59.5,9,4,23,2,urban,7,3,0.1,0,0,4,70.5,77,366.4,9.8,1312.2,46
